age,country,education,work_experience,language_score,financial_status,previous_visas,travel_history,visa_type,purpose,marital_status,dependents,application_complete,job_offer,sponsor,processing_time_days,visa_status,age_group,experience_level,language_proficiency,high_financial_status,total_experience_score,application_strength,has_support,has_dependents,processing_speed,age_experience_ratio
52,Myanmar,Bachelor,12,7.4,33388,3,13,Tourist,Tourism,Single,0,0,0,0,32,Approved,46-55,Expert,Low,0,18,0.23784561012039585,0,0,Normal,4.0
46,New Zealand,Master,10,7.2,53743,2,2,Work,Employment,Married,0,1,1,0,45,Rejected,46-55,Senior,Low,0,14,0.2402201719349019,0,0,Normal,4.181818181818182
36,Slovakia,Master,6,7.5,65551,0,3,Work,Employment,Single,0,1,0,0,17,Approved,36-45,Senior,Low,1,6,0.2036761569106596,0,0,Fast,5.142857142857143
50,Qatar,Master,3,8.1,48487,1,6,Work,Employment,Divorced,2,1,1,1,49,Approved,46-55,Mid,Low,0,5,0.1384771483449777,0,1,Normal,12.5
46,Morocco,Master,10,7.9,73430,3,6,Work,Employment,Single,0,1,1,1,51,Approved,46-55,Senior,Low,1,16,0.27187801293782954,0,0,Normal,4.181818181818182
55,Sri Lanka,Bachelor,6,6.7,36699,4,4,Tourist,Tourism,Married,2,0,0,1,70,Rejected,46-55,Senior,Low,0,14,0.15795808769663663,0,1,Slow,7.857142857142857
21,Italy,Bachelor,0,7.2,61430,4,16,Work,Employment,Married,3,1,1,1,48,Approved,18-25,Entry,Low,1,8,0.11383031303956159,0,1,Normal,21.0
37,France,Master,11,7.8,56552,2,10,Work,Employment,Widowed,0,1,1,1,54,Approved,36-45,Expert,Low,0,15,0.26003067647919154,0,0,Normal,3.0833333333333335
56,Cambodia,Master,4,7.6,118812,4,5,Work,Employment,Single,0,1,1,0,28,Approved,55+,Mid,Low,1,12,0.25635541807206147,0,0,Fast,11.2
24,Australia,High School,0,6.7,15182,4,11,Work,Employment,Married,0,1,1,1,74,Rejected,18-25,Entry,Low,0,8,0.042894084528188575,0,0,Slow,24.0
49,Colombia,Bachelor,0,7.5,73637,0,3,Tourist,Tourism,Single,0,0,0,0,55,Approved,46-55,Entry,Low,1,0,0.13305776593348848,0,0,Normal,49.0
48,Ecuador,Bachelor,9,6.3,74035,4,16,Student,Education,Married,2,1,0,1,43,Rejected,46-55,Senior,Low,1,17,0.25419324970425233,0,1,Normal,4.8
68,Singapore,Bachelor,11,6.8,42319,3,12,Student,Education,Married,0,1,0,0,93,Rejected,55+,Expert,Low,0,17,0.2356614099076128,0,0,Very Slow,5.666666666666667
28,Japan,Bachelor,5,6.8,55564,1,3,Work,Employment,Married,3,0,1,0,24,Approved,26-35,Mid,Low,0,7,0.1727886836703261,0,1,Fast,4.666666666666667
42,India,Master,3,7.5,75016,4,14,Work,Employment,Married,3,0,1,1,68,Rejected,36-45,Mid,Low,1,11,0.176507491412315,0,1,Slow,10.5
51,Pakistan,Bachelor,9,7.1,23763,0,0,Work,Employment,Single,0,1,1,1,86,Rejected,46-55,Senior,Low,0,9,0.18111543272354513,0,0,Slow,5.1
26,Sweden,Master,2,8.0,83051,4,4,Tourist,Tourism,Married,1,0,0,0,42,Approved,26-35,Entry,Low,1,10,0.17627804684850726,0,1,Normal,8.666666666666666
34,Iran,Bachelor,8,7.6,42650,4,14,Business,Business,Divorced,0,1,0,0,37,Approved,26-35,Senior,Low,0,16,0.19717905925049636,0,0,Normal,3.7777777777777777
29,Tanzania,Master,2,6.8,45383,1,3,Tourist,Tourism,Single,0,1,0,0,42,Rejected,26-35,Entry,Low,0,4,0.11612373410922344,0,0,Normal,9.666666666666666
59,New Zealand,Master,6,8.2,53796,2,2,Student,Education,Married,3,1,0,0,27,Approved,55+,Senior,Low,0,10,0.18812733174738355,0,1,Fast,8.428571428571429
58,Lebanon,Bachelor,6,7.4,43280,0,3,Business,Business,Married,1,1,1,1,53,Approved,55+,Senior,Low,0,6,0.16993872728825887,0,1,Normal,8.285714285714286
44,Germany,Bachelor,7,6.3,40378,0,7,Work,Employment,Single,0,1,1,0,59,Rejected,36-45,Senior,Low,0,7,0.17607480048355073,0,0,Normal,5.5
35,Thailand,PhD,6,8.8,145148,3,10,Work,Employment,Married,0,1,1,1,57,Approved,26-35,Senior,Low,1,12,0.3270822000005177,0,0,Normal,5.0
68,Serbia,Bachelor,5,6.4,44843,3,11,Work,Employment,Married,3,1,1,1,88,Rejected,55+,Mid,Low,0,11,0.15549229451035312,0,1,Slow,11.333333333333334
55,Nepal,Bachelor,10,7.5,45080,4,13,Student,Education,Married,1,1,0,1,46,Approved,46-55,Senior,Low,0,18,0.22811364089368874,0,1,Normal,5.0
38,Algeria,High School,4,5.4,12601,3,5,Student,Education,Divorced,1,1,0,0,31,Rejected,36-45,Mid,Low,0,10,0.09029141386817288,0,1,Normal,7.6
63,Algeria,Master,16,7.8,85129,2,7,Student,Education,Divorced,0,0,0,1,63,Approved,55+,Expert,Low,1,20,0.37190138101882175,0,0,Slow,3.7058823529411766
53,Colombia,Bachelor,9,7.8,28112,4,16,Family,Family Reunion,Widowed,2,1,0,1,41,Approved,46-55,Senior,Low,0,17,0.18974497254788267,0,1,Normal,5.3
19,Ukraine,Master,2,6.9,58319,1,3,Family,Family Reunion,Married,3,1,0,1,39,Approved,18-25,Entry,Low,0,4,0.13584569942714253,0,1,Normal,6.333333333333333
39,Spain,High School,3,6.4,5143,0,0,Student,Education,Married,2,1,0,1,59,Rejected,36-45,Mid,Low,0,3,0.06830095286415797,0,1,Normal,9.75
53,Turkey,Bachelor,12,7.4,60685,3,11,Work,Employment,Married,0,1,1,0,50,Approved,46-55,Expert,Low,1,18,0.2788290197743257,0,0,Normal,4.076923076923077
58,Cambodia,Master,16,7.0,53696,4,9,Work,Employment,Single,0,1,1,1,57,Approved,55+,Expert,Low,0,24,0.32230822735167963,0,0,Normal,3.411764705882353
61,Ireland,Bachelor,2,7.6,35406,0,5,Work,Employment,Married,3,1,1,1,52,Approved,55+,Entry,Low,0,2,0.10354437820501204,0,1,Normal,20.333333333333332
58,Peru,Bachelor,12,7.4,78904,4,16,Work,Employment,Single,0,1,1,0,55,Rejected,55+,Expert,Low,1,20,0.3061828220414228,0,0,Normal,4.461538461538462
52,Nepal,Master,17,7.4,101788,3,8,Work,Employment,Single,0,1,0,0,60,Approved,46-55,Expert,Low,1,23,0.4095061202301784,0,0,Normal,2.888888888888889
23,India,PhD,5,8.1,80098,3,3,Work,Employment,Single,0,1,1,1,18,Approved,18-25,Mid,Low,1,11,0.21352375611233493,0,0,Fast,3.8333333333333335
34,Netherlands,Master,6,7.6,56746,1,1,Student,Education,Single,0,1,0,0,38,Rejected,26-35,Senior,Low,0,8,0.19075642866202963,0,0,Normal,4.857142857142857
48,Nepal,Bachelor,13,7.2,61588,3,8,Work,Employment,Single,0,1,1,1,23,Approved,46-55,Expert,Low,1,19,0.29337787729511866,0,0,Fast,3.4285714285714284
40,Poland,PhD,7,7.6,124403,0,5,Student,Education,Divorced,1,1,0,1,15,Approved,36-45,Senior,Low,1,7,0.3061289931117318,0,1,Fast,5.0
65,Argentina,Bachelor,1,7.9,51679,4,4,Work,Employment,Single,0,1,1,1,48,Approved,55+,Entry,Low,0,9,0.11508337444895149,0,0,Normal,32.5
38,Japan,Master,2,6.9,76555,3,6,Student,Education,Single,0,1,0,1,40,Approved,36-45,Entry,Low,1,8,0.16322502530357821,0,0,Normal,12.666666666666666
41,Indonesia,High School,4,6.6,8670,2,8,Tourist,Tourism,Single,0,1,0,1,12,Approved,36-45,Mid,Low,0,8,0.08798945455580895,0,0,Fast,8.2
19,Ghana,PhD,5,9.4,129745,3,6,Business,Business,Married,3,1,0,0,38,Approved,18-25,Mid,Low,1,11,0.291963205102651,0,1,Normal,3.1666666666666665
54,UK,Bachelor,3,6.1,23343,2,5,Business,Business,Divorced,2,1,1,1,59,Approved,46-55,Mid,Low,0,7,0.09472622874434714,0,1,Normal,13.5
38,Iran,Master,8,7.5,66125,1,6,Student,Education,Married,0,1,0,0,53,Approved,36-45,Senior,Low,1,10,0.23212416096958652,0,0,Normal,4.222222222222222
29,Nigeria,Bachelor,3,7.9,67213,3,3,Student,Education,Single,0,1,0,1,54,Approved,26-35,Mid,Low,1,9,0.16599215472588005,0,0,Normal,7.25
57,Rwanda,Master,4,6.6,80920,3,7,Work,Employment,Divorced,2,0,1,1,20,Approved,55+,Mid,Low,1,10,0.19646479424502147,0,1,Fast,11.4
43,Kenya,Master,17,7.2,48432,4,10,Work,Employment,Single,0,1,1,0,38,Approved,36-45,Expert,Low,0,25,0.32879802023768534,0,0,Normal,2.388888888888889
66,France,Master,17,8.4,91628,0,0,Work,Employment,Single,0,1,0,1,20,Approved,55+,Expert,Low,1,17,0.3972520101783805,0,0,Fast,3.6666666666666665
32,UAE,Master,6,7.5,105564,3,7,Work,Employment,Married,2,1,1,1,29,Approved,26-35,Senior,Low,1,12,0.2637512263498909,0,1,Fast,4.571428571428571
31,Philippines,Master,2,8.2,102823,0,1,Business,Business,Married,0,1,1,1,37,Approved,26-35,Entry,Low,1,2,0.20656350589812816,0,0,Normal,10.333333333333334
19,Ethiopia,Master,2,7.4,48624,0,1,Tourist,Tourism,Widowed,2,0,0,0,58,Approved,18-25,Entry,Low,0,2,0.12278973516019559,0,1,Normal,6.333333333333333
27,Saudi Arabia,Master,2,7.0,102439,3,5,Work,Employment,Single,0,1,1,1,52,Approved,26-35,Entry,Low,1,8,0.20238697260483188,0,0,Normal,9.0
62,Hong Kong,Master,8,7.2,52546,3,12,Tourist,Tourism,Single,0,1,0,0,47,Approved,55+,Senior,Low,0,14,0.21083680266315308,0,0,Normal,6.888888888888889
43,Myanmar,Master,5,8.4,108708,3,13,Work,Employment,Married,2,1,0,1,34,Approved,36-45,Mid,Low,1,11,0.25737848924047846,0,1,Normal,7.166666666666667
18,Morocco,Bachelor,0,6.6,60952,1,6,Business,Business,Widowed,0,1,0,0,47,Approved,18-25,Entry,Low,1,2,0.11131264920051047,0,0,Normal,18.0
58,Italy,High School,4,5.9,24248,0,5,Family,Family Reunion,Married,2,1,0,1,63,Rejected,55+,Mid,Low,0,4,0.10927808904270933,0,1,Slow,11.6
47,Argentina,Master,13,6.8,43819,2,3,Student,Education,Single,0,1,0,0,27,Approved,46-55,Expert,Low,0,17,0.26549969998110323,0,0,Fast,3.357142857142857
37,Myanmar,Master,2,7.2,92135,3,7,Tourist,Tourism,Married,2,1,0,0,31,Approved,36-45,Entry,Low,1,8,0.18751666256804786,0,1,Normal,12.333333333333334
29,Ethiopia,PhD,5,7.2,120159,2,6,Student,Education,Married,0,1,0,1,37,Approved,26-35,Mid,Low,1,9,0.2709708922132283,0,0,Normal,4.833333333333333
61,UAE,Master,2,6.8,46141,4,10,Family,Family Reunion,Single,0,1,0,1,50,Approved,55+,Entry,Low,0,10,0.11726178680796978,0,0,Normal,20.333333333333332
64,Vietnam,Master,5,6.6,107740,2,8,Work,Employment,Married,3,1,1,1,45,Approved,55+,Mid,Low,1,9,0.25052514489696076,0,1,Normal,10.666666666666666
29,Mexico,Bachelor,1,7.8,33617,0,1,Work,Employment,Married,1,1,1,1,14,Approved,26-35,Entry,Low,0,1,0.08766529022104066,0,1,Fast,14.5
56,Egypt,Master,16,7.5,41527,4,10,Work,Employment,Single,0,1,1,0,13,Approved,55+,Expert,Low,0,24,0.3055378272315685,0,0,Fast,3.2941176470588234
19,Romania,Master,2,7.5,43964,1,3,Business,Business,Divorced,0,0,1,0,47,Rejected,18-25,Entry,Low,0,4,0.11609326342383947,0,0,Normal,6.333333333333333
53,Nepal,Master,2,7.6,64802,3,7,Student,Education,Married,2,1,0,1,31,Approved,46-55,Entry,Low,1,8,0.14767920291787145,0,1,Normal,17.666666666666668
46,Vietnam,PhD,9,9.3,189044,2,9,Business,Business,Single,0,1,0,0,16,Approved,46-55,Senior,Low,1,13,0.4358664724352785,0,0,Fast,4.6
27,Morocco,Master,2,8.4,99413,0,0,Tourist,Tourism,Single,0,1,0,1,32,Approved,26-35,Entry,Low,1,2,0.20204377014255426,0,0,Normal,9.0
59,South Korea,Master,14,7.3,88009,1,1,Tourist,Tourism,Single,0,1,0,0,48,Approved,55+,Expert,Low,1,16,0.3471391738219923,0,0,Normal,3.933333333333333
52,New Zealand,High School,1,6.3,7685,4,6,Student,Education,Married,3,1,0,1,66,Rejected,46-55,Entry,Low,0,9,0.04423127625812497,0,1,Slow,26.0
46,Greece,Master,2,6.6,83087,1,3,Business,Business,Divorced,0,1,0,1,73,Rejected,46-55,Entry,Low,1,4,0.1721320968447538,0,0,Slow,15.333333333333334
55,Peru,Bachelor,14,7.3,77782,4,8,Tourist,Tourism,Single,0,1,0,1,32,Approved,46-55,Expert,Low,1,22,0.3317844707216244,0,0,Normal,3.6666666666666665
35,Vietnam,Bachelor,8,7.6,65021,4,7,Student,Education,Divorced,0,0,0,1,31,Rejected,26-35,Senior,Low,1,16,0.23076662775135964,0,0,Normal,3.888888888888889
49,Portugal,High School,3,5.1,11614,0,5,Student,Education,Single,0,1,0,1,57,Approved,46-55,Mid,Low,0,3,0.07411643968947138,0,0,Normal,12.25
26,Slovakia,Master,2,7.8,64017,4,16,Student,Education,Divorced,0,1,0,1,80,Rejected,26-35,Entry,Low,1,10,0.1471006127219402,0,0,Slow,8.666666666666666
18,Rwanda,Bachelor,0,7.6,65640,2,7,Business,Business,Widowed,2,1,0,1,58,Approved,18-25,Entry,Low,1,4,0.12135115982283612,0,1,Normal,18.0
43,Germany,Bachelor,3,6.5,77152,0,2,Work,Employment,Single,0,1,0,1,21,Approved,36-45,Mid,Low,1,3,0.17671445785627565,0,0,Fast,10.75
31,Canada,Bachelor,3,7.2,51358,2,2,Family,Family Reunion,Married,0,1,0,1,35,Approved,26-35,Mid,Low,0,7,0.14008763554563833,0,0,Normal,7.75
50,Kuwait,Bachelor,5,7.3,52074,1,7,Work,Employment,Single,0,1,1,1,58,Approved,46-55,Mid,Low,0,7,0.16904883681198213,0,0,Normal,8.333333333333334
28,Czech Republic,High School,2,5.7,22740,1,1,Student,Education,Divorced,0,1,0,0,64,Approved,26-35,Entry,Low,0,4,0.07882778785894193,0,0,Slow,9.333333333333334
54,Serbia,High School,1,6.5,7639,0,4,Work,Employment,Single,0,1,1,0,32,Approved,46-55,Entry,Low,0,1,0.04476221237403219,0,0,Normal,27.0
38,Finland,Master,10,8.1,60310,0,5,Student,Education,Married,2,1,0,1,52,Approved,36-45,Senior,Low,1,10,0.25277979208353935,0,1,Normal,3.4545454545454546
59,Sweden,Bachelor,13,7.7,26295,4,7,Work,Employment,Single,0,1,1,1,33,Approved,55+,Expert,Low,0,21,0.2418893629193211,0,0,Normal,4.214285714285714
40,Croatia,PhD,6,7.6,67293,0,6,Work,Employment,Single,0,1,1,1,19,Approved,36-45,Senior,Low,1,6,0.2065915761734777,0,0,Fast,5.714285714285714
27,Cambodia,Bachelor,0,7.1,69922,4,8,Work,Employment,Single,0,1,1,1,31,Rejected,26-35,Entry,Low,1,8,0.1262801065986037,0,0,Normal,27.0
67,Philippines,Master,5,6.7,58079,2,4,Business,Business,Widowed,1,1,1,0,52,Approved,55+,Mid,Low,0,9,0.17626467646365995,0,1,Normal,11.166666666666666
39,Singapore,Bachelor,9,6.0,79230,3,10,Tourist,Tourism,Married,0,1,0,0,37,Approved,36-45,Senior,Low,1,15,0.2610929644403832,0,0,Normal,3.9
59,Taiwan,Bachelor,0,7.6,21890,0,4,Tourist,Tourism,Single,0,1,0,0,51,Approved,55+,Entry,Low,0,0,0.05566540049545829,0,0,Normal,59.0
52,Belgium,Master,12,6.7,114366,0,7,Student,Education,Married,2,1,0,1,23,Approved,46-55,Expert,Low,1,12,0.35732507112182216,0,1,Fast,4.0
35,Russia,PhD,5,8.5,175764,3,13,Business,Business,Single,0,1,1,1,36,Approved,26-35,Mid,Low,1,11,0.35835561558234474,0,0,Normal,5.833333333333333
20,Egypt,High School,0,6.6,9734,1,3,Tourist,Tourism,Married,3,1,0,1,32,Approved,18-25,Entry,Low,0,2,0.03441451842954733,0,1,Normal,20.0
55,Ghana,Master,6,8.2,62172,2,5,Work,Employment,Divorced,0,1,1,0,63,Rejected,46-55,Senior,Low,1,10,0.2007029642074091,0,0,Slow,7.857142857142857
42,Egypt,Bachelor,1,6.6,31191,1,2,Work,Employment,Widowed,2,1,0,1,43,Approved,36-45,Entry,Low,0,3,0.08042292102953853,0,1,Normal,21.0
32,UK,Bachelor,6,6.1,50860,0,5,Tourist,Tourism,Single,0,1,0,0,43,Approved,26-35,Senior,Low,0,6,0.17741925427572228,0,0,Normal,4.571428571428571
44,Poland,PhD,12,9.5,142549,2,8,Student,Education,Married,0,1,0,1,51,Approved,36-45,Expert,Low,1,16,0.4080387112389305,0,0,Normal,3.3846153846153846
36,Tanzania,Bachelor,2,7.5,24993,4,16,Student,Education,Married,3,1,0,0,74,Rejected,36-45,Entry,Low,0,10,0.0876104167907038,0,1,Slow,12.0
66,New Zealand,PhD,10,7.1,78426,4,11,Tourist,Tourism,Married,2,1,0,0,10,Approved,55+,Senior,Low,1,18,0.27697895130581995,0,1,Fast,6.0
46,Lebanon,Master,16,7.7,95084,1,4,Work,Employment,Divorced,1,1,1,0,42,Approved,46-55,Expert,Low,1,18,0.3865477063697713,0,1,Normal,2.7058823529411766
45,South Africa,Master,4,7.5,101303,0,1,Work,Employment,Single,0,1,1,0,49,Approved,36-45,Mid,Low,1,4,0.22976760184204872,0,0,Normal,9.0
22,Australia,Bachelor,0,6.0,64887,3,11,Student,Education,Married,1,1,0,1,30,Approved,18-25,Entry,Low,1,6,0.11542061406801292,0,1,Fast,22.0
43,Netherlands,Bachelor,3,6.7,52252,0,7,Work,Employment,Married,3,1,1,0,34,Approved,36-45,Mid,Low,0,3,0.13992987711909377,0,1,Normal,10.75
56,Kenya,Bachelor,7,7.9,68351,2,8,Business,Business,Married,1,0,1,0,21,Approved,55+,Senior,Low,1,11,0.22287314895588767,0,1,Fast,7.0
60,Algeria,Bachelor,4,7.9,36606,4,13,Family,Family Reunion,Single,0,1,0,1,83,Rejected,55+,Mid,Low,0,12,0.1338322516431147,0,0,Slow,12.0
25,Nigeria,Bachelor,0,6.6,78612,1,5,Work,Employment,Widowed,2,1,1,1,61,Rejected,18-25,Entry,Low,1,2,0.1378271751370017,0,1,Slow,25.0
35,Japan,Master,4,6.5,73983,2,2,Work,Employment,Single,0,1,1,1,27,Approved,26-35,Mid,Low,1,8,0.18574966024607245,0,0,Fast,7.0
44,Norway,Master,9,7.1,119364,0,6,Business,Business,Divorced,1,1,0,0,15,Approved,36-45,Senior,Low,1,9,0.3246497019225542,0,1,Fast,4.4
60,UK,High School,4,6.8,7393,2,10,Work,Employment,Married,0,1,1,1,96,Rejected,55+,Mid,Low,0,8,0.08667218107784183,0,0,Very Slow,12.0
35,Serbia,Bachelor,6,7.4,56794,0,6,Business,Business,Married,1,1,0,1,50,Approved,26-35,Senior,Low,0,6,0.19022849532369165,0,1,Normal,5.0
61,Ecuador,Bachelor,1,6.7,62273,0,4,Work,Employment,Single,0,1,1,1,40,Rejected,55+,Entry,Low,1,1,0.127389087233277,0,0,Normal,30.5
49,Ecuador,Bachelor,6,7.7,36044,0,5,Tourist,Tourism,Single,0,1,0,0,17,Approved,46-55,Senior,Low,0,6,0.15997467804270676,0,0,Fast,7.0
26,Ukraine,Bachelor,3,6.4,20166,3,9,Tourist,Tourism,Married,0,1,0,1,37,Approved,26-35,Mid,Low,0,9,0.09085631657559104,0,0,Normal,6.5
30,Hungary,Master,5,6.5,70239,1,3,Student,Education,Married,3,0,0,1,31,Approved,26-35,Mid,Low,1,7,0.1939215640847094,0,1,Normal,5.0
46,Chile,Bachelor,9,6.2,44053,3,8,Student,Education,Single,0,1,0,1,29,Approved,46-55,Senior,Low,0,15,0.20887861116360218,0,0,Fast,4.6
34,Chile,Master,8,8.3,77424,4,11,Student,Education,Single,0,0,0,0,54,Rejected,26-35,Senior,Low,1,16,0.25148835284707316,0,0,Normal,3.7777777777777777
26,Finland,Master,2,6.8,117567,3,7,Work,Employment,Divorced,0,1,0,1,42,Approved,26-35,Entry,Low,1,8,0.22449998213865066,0,0,Normal,8.666666666666666
46,Norway,Bachelor,9,7.4,30551,0,0,Student,Education,Married,0,1,0,1,41,Approved,46-55,Senior,Low,0,9,0.19220685979358493,0,0,Normal,4.6
26,Sri Lanka,High School,4,6.5,13310,0,4,Work,Employment,Single,0,1,0,0,23,Approved,26-35,Mid,Low,0,4,0.09465589851647256,0,0,Fast,5.2
68,Switzerland,Bachelor,5,6.4,72328,4,7,Work,Employment,Single,0,1,1,1,57,Rejected,55+,Mid,Low,1,13,0.19675796525579264,0,0,Normal,11.333333333333334
30,Czech Republic,High School,1,5.3,22034,0,3,Work,Employment,Married,3,1,1,1,45,Rejected,26-35,Entry,Low,0,1,0.06277470392872027,0,1,Normal,15.0
30,Tanzania,Master,5,7.3,89864,0,4,Tourist,Tourism,Married,0,1,0,1,26,Approved,26-35,Mid,Low,1,5,0.22578631898299034,0,0,Fast,5.0
30,Thailand,PhD,5,7.3,91297,4,11,Tourist,Tourism,Married,3,1,0,0,38,Approved,26-35,Mid,Low,1,13,0.22793780911135902,0,1,Normal,5.0
32,Switzerland,Bachelor,0,7.3,68544,0,7,Work,Employment,Widowed,2,1,1,1,15,Approved,26-35,Entry,Low,1,0,0.12481119285338939,0,1,Fast,32.0
35,Chile,Master,6,7.2,116424,3,7,Student,Education,Single,0,1,0,1,65,Rejected,26-35,Senior,Low,1,12,0.2791563085509269,0,0,Slow,5.0
21,Algeria,Bachelor,0,6.3,42836,0,1,Work,Employment,Single,0,1,1,1,17,Approved,18-25,Entry,Low,0,0,0.08321348997822986,0,0,Fast,21.0
44,Serbia,Bachelor,14,6.2,43507,1,4,Student,Education,Married,3,1,0,0,71,Approved,36-45,Expert,Low,0,16,0.27702437012857584,0,1,Slow,2.933333333333333
43,Austria,PhD,13,7.9,145675,2,9,Work,Employment,Single,0,1,1,0,35,Approved,36-45,Expert,Low,1,17,0.4217251560279466,0,0,Normal,3.0714285714285716
64,Croatia,Master,9,8.4,101804,4,15,Student,Education,Single,0,1,0,1,20,Approved,55+,Senior,Low,1,17,0.30218531486452554,0,0,Fast,6.4
26,Myanmar,Bachelor,2,7.5,67686,4,6,Student,Education,Single,0,0,0,1,37,Approved,26-35,Entry,Low,1,10,0.15170920817273217,0,0,Normal,8.666666666666666
30,Japan,PhD,5,8.9,82943,3,6,Work,Employment,Single,0,1,1,1,52,Approved,26-35,Mid,Low,1,11,0.2201952072045953,0,0,Normal,5.0
63,Canada,High School,3,5.9,22228,2,10,Student,Education,Single,0,1,0,0,27,Approved,55+,Mid,Low,0,7,0.0924521802494894,0,0,Fast,15.75
36,Slovakia,Bachelor,5,7.5,63813,2,6,Work,Employment,Single,0,1,1,0,47,Rejected,36-45,Mid,Low,1,9,0.18727363975470412,0,0,Normal,6.0
54,Brazil,Master,4,7.3,107816,3,7,Tourist,Tourism,Married,2,1,0,0,39,Approved,46-55,Mid,Low,1,10,0.23894614699631644,0,1,Normal,10.8
18,France,Master,2,7.1,94012,4,8,Business,Business,Married,1,1,1,1,54,Approved,18-25,Entry,Low,1,10,0.19003476931679042,0,1,Normal,6.0
32,Argentina,Bachelor,3,6.5,59176,1,5,Work,Employment,Divorced,1,0,1,1,53,Rejected,26-35,Mid,Low,0,5,0.14972549306384267,0,1,Normal,8.0
27,Italy,Bachelor,0,7.4,51749,0,4,Business,Business,Single,0,1,1,0,42,Approved,26-35,Entry,Low,0,0,0.09989536821559943,0,0,Normal,27.0
22,Qatar,Bachelor,0,6.2,57429,1,2,Business,Business,Married,0,0,0,1,76,Rejected,18-25,Entry,Low,0,2,0.10482325651227384,0,0,Slow,22.0
63,Australia,High School,1,6.0,14089,2,9,Business,Business,Single,0,0,1,0,89,Rejected,55+,Entry,Low,0,5,0.052946170034868456,0,0,Slow,31.5
46,Sweden,Bachelor,8,6.4,69074,4,8,Work,Employment,Married,0,1,1,1,46,Approved,46-55,Senior,Low,1,16,0.23325175649544794,0,0,Normal,5.111111111111111
67,South Africa,Bachelor,3,6.6,44630,4,7,Student,Education,Married,0,0,0,0,31,Approved,55+,Mid,Low,0,11,0.1281862918026761,0,0,Normal,16.75
24,Czech Republic,Master,2,8.4,43750,1,7,Student,Education,Married,2,1,0,1,41,Approved,18-25,Entry,Low,0,4,0.11847196622392955,0,1,Normal,8.0
59,Ecuador,PhD,9,8.2,79305,4,7,Tourist,Tourism,Single,0,1,0,0,61,Approved,55+,Senior,Low,1,17,0.26780556859923016,0,0,Slow,5.9
30,Hong Kong,Bachelor,6,6.3,54119,2,6,Family,Family Reunion,Married,1,1,0,1,57,Rejected,26-35,Senior,Low,0,10,0.1829122803248177,0,1,Normal,4.285714285714286
29,Indonesia,Bachelor,5,8.0,69914,0,0,Work,Employment,Single,0,1,0,1,18,Approved,26-35,Mid,Low,1,5,0.197933612729706,0,0,Fast,4.833333333333333
54,France,Bachelor,7,7.1,60041,0,3,Work,Employment,Single,0,1,1,1,35,Approved,46-55,Senior,Low,0,7,0.2079966081556474,0,0,Normal,6.75
34,UAE,Bachelor,10,6.5,27591,0,7,Student,Education,Single,0,1,0,0,78,Rejected,26-35,Senior,Low,0,10,0.1988558524393685,0,0,Slow,3.090909090909091
62,Pakistan,Bachelor,1,6.4,23410,4,4,Work,Employment,Single,0,1,1,1,28,Approved,55+,Entry,Low,0,9,0.06814061489636535,0,0,Fast,31.0
55,Taiwan,Master,13,7.1,98081,3,5,Student,Education,Single,0,0,0,1,63,Rejected,46-55,Expert,Low,1,19,0.34786805821246725,0,0,Slow,3.9285714285714284
45,Spain,PhD,9,9.4,125064,1,6,Work,Employment,Single,0,0,1,1,47,Rejected,36-45,Senior,Low,1,11,0.3401076179949212,0,0,Normal,4.5
62,Romania,Master,11,6.8,94057,1,3,Tourist,Tourism,Widowed,1,1,0,0,20,Approved,55+,Expert,Low,1,13,0.31334026284658134,0,1,Fast,5.166666666666667
69,South Korea,Master,18,7.6,88067,0,6,Student,Education,Married,0,1,0,1,55,Rejected,55+,Expert,Low,1,18,0.403298668164604,0,0,Normal,3.6315789473684212
20,Finland,High School,0,6.5,27169,3,6,Student,Education,Married,1,1,0,1,97,Rejected,18-25,Entry,Low,0,6,0.06029123188949778,0,1,Very Slow,20.0
47,Sweden,High School,3,5.6,8515,2,4,Tourist,Tourism,Single,0,1,0,0,80,Rejected,46-55,Mid,Low,0,7,0.07096363584591608,0,0,Slow,11.75
20,Israel,Bachelor,0,6.4,75615,4,7,Work,Employment,Married,3,1,1,0,57,Approved,18-25,Entry,Low,1,8,0.13272751294947827,0,1,Normal,20.0
54,Croatia,Bachelor,0,7.6,48443,2,9,Student,Education,Single,0,1,0,0,59,Rejected,46-55,Entry,Low,0,4,0.0955317768936266,0,0,Normal,54.0
53,Algeria,PhD,17,8.4,199258,4,6,Student,Education,Single,0,1,0,1,59,Approved,46-55,Expert,Low,1,25,0.5588464850676531,0,0,Normal,2.9444444444444446
45,Canada,Master,3,7.0,63557,4,7,Work,Employment,Single,0,1,0,1,86,Rejected,36-45,Mid,Low,1,11,0.15780307732928822,0,0,Slow,11.25
53,Pakistan,Master,4,6.5,90997,2,2,Work,Employment,Single,0,1,1,1,76,Rejected,46-55,Mid,Low,1,8,0.21129428902769543,0,0,Slow,10.6
55,Poland,Bachelor,7,7.1,51035,1,4,Business,Business,Married,1,1,0,0,26,Approved,46-55,Senior,Low,0,9,0.19447510076130767,0,1,Fast,6.875
36,Ireland,PhD,6,9.0,142307,0,2,Student,Education,Single,0,1,0,1,33,Approved,36-45,Senior,Low,1,6,0.3234167544633959,0,0,Normal,5.142857142857143
