age,country,education,work_experience,language_score,financial_status,previous_visas,travel_history,visa_type,purpose,marital_status,dependents,application_complete,job_offer,sponsor,processing_time_days,visa_status
19,Kenya,Master,2,8.0,55318,0,4,Work,Employment,Married,1,1,1,1,25,Approved
24,Portugal,Master,2,7.6,87856,0,2,Student,Education,Widowed,0,1,0,0,64,Approved
35,Russia,PhD,5,8.3,195533,0,5,Family,Family Reunion,Single,0,1,0,1,76,Rejected
43,Argentina,Master,17,7.2,71572,1,5,Tourist,Tourism,Single,0,1,0,0,23,Rejected
68,Germany,Master,2,7.5,48801,1,5,Family,Family Reunion,Single,0,1,0,0,42,Approved
42,Colombia,Bachelor,6,7.5,52925,0,4,Student,Education,Single,0,0,0,0,23,Approved
23,Japan,Master,2,7.5,119114,1,7,Business,Business,Married,0,1,1,1,24,Approved
46,Indonesia,High School,1,6.4,7085,1,2,Work,Employment,Married,2,1,1,0,30,Approved
54,Jordan,High School,4,5.1,23499,2,10,Work,Employment,Married,0,1,1,0,25,Approved
34,Iran,Bachelor,1,6.6,70086,3,13,Family,Family Reunion,Married,1,1,0,0,44,Approved
45,Indonesia,Bachelor,14,7.4,31074,0,6,Business,Business,Single,0,1,1,1,33,Approved
55,Belgium,Bachelor,3,7.2,26086,1,1,Business,Business,Divorced,0,0,0,1,56,Rejected
52,Ghana,Bachelor,10,6.8,55906,2,5,Work,Employment,Married,2,1,1,0,47,Approved
67,Australia,PhD,8,8.5,84384,3,7,Tourist,Tourism,Divorced,2,1,0,1,58,Approved
46,Egypt,Bachelor,10,6.9,64398,1,5,Tourist,Tourism,Single,0,1,0,1,23,Approved
62,Chile,Bachelor,8,6.3,28412,0,4,Work,Employment,Single,0,1,1,0,49,Rejected
33,New Zealand,PhD,5,7.4,157574,2,9,Business,Business,Single,0,1,1,1,24,Approved
39,Ecuador,Master,7,7.9,78155,1,3,Business,Business,Divorced,1,1,0,1,53,Approved
42,Myanmar,Bachelor,4,7.7,23158,2,3,Work,Employment,Married,3,1,0,0,36,Approved
40,Italy,Bachelor,3,6.8,79957,0,1,Student,Education,Single,0,1,0,0,21,Approved
63,Chile,Master,3,6.9,103275,3,10,Work,Employment,Single,0,1,1,1,32,Approved
69,Nigeria,Master,17,6.6,98207,3,10,Work,Employment,Married,0,1,1,1,36,Approved
61,Austria,Bachelor,1,6.9,73187,1,6,Business,Business,Married,1,1,1,0,54,Approved
30,Croatia,Master,4,8.5,100989,1,5,Business,Business,Single,0,0,1,1,18,Approved
63,UAE,Master,2,7.8,89937,3,12,Student,Education,Married,1,1,0,1,62,Approved
22,Italy,Master,2,7.6,73625,1,5,Business,Business,Single,0,0,1,1,54,Approved
65,Ukraine,Bachelor,14,6.4,51766,1,4,Tourist,Tourism,Single,0,1,0,1,60,Approved
67,Philippines,High School,2,6.1,15215,1,3,Business,Business,Single,0,0,0,1,49,Approved
23,Denmark,Master,2,7.3,46224,1,6,Work,Employment,Single,0,1,1,1,67,Rejected
36,Cambodia,Bachelor,3,7.7,66789,0,3,Business,Business,Married,1,1,1,0,38,Approved
38,Morocco,Master,7,6.5,52805,0,5,Business,Business,Married,2,1,0,1,33,Approved
61,India,PhD,21,8.5,73584,0,5,Student,Education,Married,1,1,0,0,26,Approved
64,Israel,Bachelor,14,6.1,28046,3,12,Work,Employment,Single,0,1,1,1,76,Rejected
54,Turkey,High School,2,5.9,29603,1,4,Student,Education,Divorced,0,0,0,1,87,Rejected
44,Turkey,Bachelor,1,7.3,59361,2,8,Business,Business,Single,0,1,1,1,45,Approved
40,Singapore,High School,2,5.3,23937,1,5,Work,Employment,Divorced,0,1,1,1,60,Rejected
43,Lebanon,Master,6,8.0,117283,1,3,Work,Employment,Single,0,1,1,0,33,Approved
62,Spain,Master,17,8.3,78446,4,13,Work,Employment,Single,0,1,1,1,56,Approved
67,UK,Bachelor,10,7.3,37865,0,2,Tourist,Tourism,Divorced,2,1,0,0,76,Rejected
65,Morocco,PhD,25,8.4,187000,0,3,Tourist,Tourism,Married,1,1,0,1,37,Approved
26,South Korea,Bachelor,1,6.5,24444,4,12,Tourist,Tourism,Divorced,2,1,0,0,22,Approved
28,Cambodia,Bachelor,2,7.4,79864,0,3,Student,Education,Single,0,1,0,1,36,Approved
68,Nepal,Master,18,8.3,59503,0,7,Work,Employment,Married,1,1,1,0,76,Rejected
58,Norway,Master,19,7.0,93349,0,5,Work,Employment,Married,3,1,1,1,31,Approved
56,Belgium,Master,6,7.2,94455,0,7,Tourist,Tourism,Married,1,1,0,0,38,Approved
49,Ukraine,High School,2,6.5,10670,4,6,Tourist,Tourism,Single,0,1,0,0,81,Rejected
63,Denmark,Bachelor,10,7.8,36449,3,13,Tourist,Tourism,Single,0,1,0,0,42,Approved
54,Argentina,High School,0,5.2,18944,0,2,Family,Family Reunion,Single,0,1,0,1,65,Rejected
60,Singapore,Master,3,6.7,116657,2,7,Business,Business,Single,0,1,1,1,17,Approved
18,Morocco,Bachelor,0,6.9,60239,2,6,Student,Education,Single,0,1,0,0,43,Rejected
64,Mexico,Master,8,7.6,104756,1,6,Tourist,Tourism,Married,0,1,0,0,43,Rejected
32,Brazil,Bachelor,9,6.5,38559,2,5,Work,Employment,Married,0,1,1,1,60,Approved
38,Finland,Bachelor,3,6.1,43704,0,5,Student,Education,Single,0,1,0,1,58,Approved
36,New Zealand,High School,1,5.1,28758,2,8,Business,Business,Married,1,0,0,1,34,Approved
64,UK,Bachelor,10,6.9,68543,0,4,Work,Employment,Married,3,1,1,0,14,Approved
56,Bangladesh,Master,5,7.5,43817,1,3,Student,Education,Widowed,1,1,0,0,67,Rejected
60,Colombia,Master,4,8.3,105777,2,8,Work,Employment,Married,0,1,1,1,13,Approved
37,Germany,Bachelor,11,6.2,54179,4,9,Work,Employment,Married,0,0,1,0,20,Approved
57,Romania,Master,6,7.2,119521,4,15,Work,Employment,Divorced,1,1,1,1,47,Approved
66,Australia,PhD,20,7.6,70921,4,12,Student,Education,Single,0,0,0,0,65,Approved
18,Nigeria,Bachelor,0,7.1,73550,1,3,Tourist,Tourism,Single,0,1,0,0,65,Rejected
62,Qatar,Master,14,6.6,84723,2,4,Student,Education,Widowed,1,1,0,0,29,Approved
63,Turkey,Bachelor,10,7.0,38517,4,14,Work,Employment,Single,0,1,1,0,43,Rejected
38,Ukraine,Bachelor,10,7.0,75025,4,12,Business,Business,Married,0,1,1,1,19,Approved
19,Peru,Master,2,8.0,53696,1,2,Student,Education,Married,1,1,0,1,38,Approved
35,Kenya,Master,7,7.4,96104,0,4,Student,Education,Single,0,1,0,1,31,Approved
66,Ukraine,Bachelor,8,7.9,20056,2,7,Student,Education,Divorced,1,1,0,0,64,Approved
69,UAE,Master,14,8.0,57228,1,1,Work,Employment,Single,0,0,1,0,81,Rejected
43,Malaysia,Bachelor,2,7.6,57334,4,11,Tourist,Tourism,Single,0,1,0,0,29,Approved
62,Indonesia,Bachelor,5,6.8,53972,2,10,Tourist,Tourism,Single,0,1,0,1,26,Approved
59,Canada,Master,11,6.9,88945,3,13,Tourist,Tourism,Single,0,1,0,0,44,Approved
42,France,Bachelor,4,7.8,73543,2,2,Student,Education,Single,0,1,0,1,42,Approved
38,Egypt,Master,12,7.4,58908,2,9,Student,Education,Widowed,2,1,0,1,53,Approved
23,Ethiopia,PhD,5,7.8,121528,3,9,Business,Business,Married,3,1,1,1,29,Approved
67,India,Bachelor,14,7.8,62339,4,16,Business,Business,Married,2,1,0,0,33,Rejected
64,Switzerland,Bachelor,12,6.8,59005,2,8,Business,Business,Married,1,1,0,0,23,Approved
29,Colombia,Master,3,8.3,107960,0,4,Tourist,Tourism,Single,0,1,0,0,28,Rejected
20,Brazil,Bachelor,0,7.0,38792,3,6,Work,Employment,Divorced,1,1,1,1,57,Approved
22,Cambodia,Master,2,6.7,106162,4,5,Student,Education,Divorced,2,1,0,1,94,Rejected
67,Tanzania,Master,15,6.7,102074,3,11,Work,Employment,Married,1,0,1,0,28,Approved
22,Pakistan,Bachelor,0,6.1,78288,0,1,Work,Employment,Married,0,1,1,0,53,Rejected
53,Nigeria,PhD,21,7.7,198050,2,3,Work,Employment,Married,0,1,1,1,16,Approved
57,Netherlands,High School,1,6.4,6711,0,4,Business,Business,Divorced,1,1,1,1,42,Approved
18,Cambodia,Bachelor,0,8.0,45146,2,6,Business,Business,Married,2,1,1,1,44,Rejected
51,Norway,Bachelor,11,6.6,59195,0,5,Student,Education,Widowed,1,1,0,1,38,Approved
25,Serbia,Master,2,8.2,71658,2,4,Tourist,Tourism,Widowed,2,1,0,0,76,Rejected
35,Israel,Bachelor,4,6.4,77199,0,2,Student,Education,Single,0,1,0,1,47,Rejected
39,Bulgaria,Bachelor,5,7.0,58921,4,11,Family,Family Reunion,Single,0,1,0,1,32,Approved
43,Czech Republic,Bachelor,0,7.9,60688,0,2,Work,Employment,Single,0,0,0,1,27,Approved
63,Nigeria,Master,4,8.0,85129,3,4,Tourist,Tourism,Single,0,1,0,0,64,Rejected
69,Nigeria,Bachelor,3,6.8,20055,3,10,Tourist,Tourism,Single,0,0,0,0,53,Approved
33,Morocco,Bachelor,8,6.4,61199,4,13,Student,Education,Married,2,1,0,1,36,Approved
31,Turkey,Bachelor,6,7.6,53912,0,7,Tourist,Tourism,Married,0,1,0,1,44,Approved
21,Cambodia,Bachelor,0,7.6,28701,3,8,Work,Employment,Single,0,1,1,1,58,Rejected
20,Russia,Master,2,8.4,110472,4,7,Student,Education,Single,0,1,0,0,42,Approved
49,Saudi Arabia,Bachelor,4,6.5,78622,2,7,Work,Employment,Divorced,1,0,1,1,33,Approved
35,Norway,PhD,6,7.3,107873,0,3,Work,Employment,Single,0,1,1,1,54,Approved
49,Spain,Master,4,6.8,84435,2,2,Business,Business,Married,3,1,1,0,38,Approved
63,Kuwait,Master,10,7.4,113742,2,3,Student,Education,Married,2,1,0,0,83,Rejected
67,Algeria,Bachelor,9,6.0,39876,1,7,Business,Business,Single,0,1,0,1,34,Approved
23,Rwanda,Master,2,7.4,42266,0,0,Student,Education,Married,3,1,0,1,56,Approved
67,Switzerland,Bachelor,13,7.3,62204,1,6,Business,Business,Single,0,1,1,1,28,Approved
41,Colombia,Bachelor,11,6.8,69116,2,3,Business,Business,Married,3,0,1,1,59,Rejected
55,Pakistan,Bachelor,10,7.8,51966,0,1,Work,Employment,Single,0,1,0,0,35,Approved
53,Sweden,Bachelor,4,7.6,41410,1,5,Family,Family Reunion,Married,3,1,0,1,16,Approved
21,Turkey,Master,2,7.4,114382,4,13,Tourist,Tourism,Single,0,0,0,0,13,Approved
44,Switzerland,PhD,14,7.4,186167,1,3,Work,Employment,Married,3,1,1,1,28,Approved
26,Australia,Master,2,8.0,81273,1,2,Family,Family Reunion,Single,0,1,0,1,66,Rejected
33,Bangladesh,Master,4,8.1,89352,3,4,Work,Employment,Married,1,1,1,0,27,Approved
18,Myanmar,PhD,5,7.3,94508,4,7,Student,Education,Married,0,1,0,0,66,Approved
57,Ethiopia,Bachelor,8,6.5,78459,3,7,Work,Employment,Widowed,2,1,1,0,60,Approved
57,Denmark,PhD,12,7.8,105649,3,10,Work,Employment,Married,2,1,1,1,35,Approved
21,Serbia,Bachelor,0,6.1,75975,4,8,Tourist,Tourism,Single,0,1,0,0,80,Rejected
27,Jordan,Master,2,7.5,106167,2,4,Work,Employment,Single,0,1,1,1,33,Approved
56,Norway,Bachelor,9,8.0,26328,1,7,Business,Business,Divorced,0,1,1,0,35,Approved
19,Myanmar,High School,0,5.5,26302,4,4,Work,Employment,Married,2,1,1,1,38,Approved
34,Egypt,High School,0,5.1,21663,0,1,Business,Business,Married,0,0,1,1,48,Rejected
24,Italy,Master,2,7.7,66432,3,11,Tourist,Tourism,Married,3,1,0,1,48,Rejected
57,Jordan,Bachelor,13,7.9,30126,4,8,Business,Business,Divorced,2,1,1,1,31,Rejected
29,Japan,Master,2,7.6,95998,3,7,Business,Business,Single,0,1,0,0,20,Approved
21,Brazil,Master,2,8.4,109159,2,10,Work,Employment,Single,0,1,1,0,65,Approved
67,UK,Bachelor,9,6.9,53096,2,9,Student,Education,Married,2,1,0,0,56,Approved
62,Taiwan,Bachelor,12,6.4,51609,2,10,Work,Employment,Married,3,1,1,1,51,Approved
54,Colombia,Master,2,8.0,99930,3,3,Student,Education,Divorced,0,1,0,1,63,Approved
35,Sri Lanka,Master,8,7.2,85621,3,12,Work,Employment,Single,0,1,1,1,70,Rejected
60,Egypt,Master,17,6.6,81150,0,2,Tourist,Tourism,Single,0,1,0,0,38,Approved
40,Algeria,Master,5,7.2,63564,0,6,Work,Employment,Single,0,1,1,0,54,Approved
50,Serbia,Bachelor,3,6.9,20725,0,0,Business,Business,Married,1,1,0,1,79,Rejected
35,Turkey,Master,7,7.8,85612,2,3,Tourist,Tourism,Single,0,1,0,0,30,Approved
32,Czech Republic,Master,3,7.2,81993,3,9,Work,Employment,Widowed,0,0,0,1,54,Approved
26,Portugal,Bachelor,2,7.5,66014,4,9,Work,Employment,Single,0,1,1,1,46,Approved
63,Israel,Bachelor,12,7.3,32315,4,5,Work,Employment,Single,0,1,1,1,30,Approved
40,Myanmar,Bachelor,2,6.7,59164,0,4,Business,Business,Single,0,0,1,0,52,Approved
37,Austria,Bachelor,0,6.6,54319,0,6,Student,Education,Married,1,1,0,1,30,Approved
59,Morocco,Bachelor,1,7.6,39631,0,5,Student,Education,Single,0,1,0,1,75,Rejected
59,Brazil,Master,4,8.1,81208,0,0,Work,Employment,Single,0,1,0,1,21,Approved
21,Slovakia,High School,2,6.7,21282,3,10,Tourist,Tourism,Married,1,1,0,0,58,Approved
24,Germany,Master,2,7.8,60428,4,4,Business,Business,Married,1,1,0,1,19,Approved
29,Ecuador,Bachelor,6,7.7,20982,2,2,Work,Employment,Single,0,1,1,1,52,Rejected
62,Jordan,High School,1,5.1,18082,4,4,Student,Education,Single,0,1,0,1,43,Approved
59,Morocco,High School,4,5.4,6501,1,7,Work,Employment,Single,0,1,1,0,32,Rejected
65,Ecuador,Bachelor,14,6.8,45408,1,7,Work,Employment,Married,3,1,1,1,77,Rejected
36,Egypt,Bachelor,12,7.1,74914,2,7,Business,Business,Single,0,0,0,1,34,Approved
45,Colombia,Master,8,7.7,70649,0,2,Work,Employment,Married,1,1,0,0,91,Rejected
31,Brazil,High School,3,6.7,20191,3,13,Tourist,Tourism,Married,3,1,0,0,11,Approved
68,Saudi Arabia,Master,14,8.2,85557,1,5,Family,Family Reunion,Married,3,1,0,1,61,Rejected
18,Hong Kong,Bachelor,0,7.1,79548,2,4,Tourist,Tourism,Single,0,1,0,0,56,Rejected
24,Bulgaria,Master,2,7.8,84337,4,12,Business,Business,Married,1,1,1,1,52,Approved
69,Serbia,Master,14,8.3,80426,2,4,Business,Business,Married,3,1,1,0,58,Approved
22,Finland,Master,2,7.6,115051,4,8,Student,Education,Single,0,1,0,1,68,Approved
21,Slovakia,Master,2,7.2,87704,1,4,Student,Education,Single,0,1,0,1,62,Approved
47,Indonesia,Bachelor,3,7.9,42871,4,13,Tourist,Tourism,Single,0,1,0,0,29,Approved
63,Belgium,High School,3,5.7,27256,2,2,Student,Education,Single,0,1,0,0,81,Rejected
68,Croatia,Bachelor,7,6.5,38095,0,4,Work,Employment,Married,1,1,0,0,37,Rejected
18,Colombia,High School,0,6.6,28834,4,12,Tourist,Tourism,Single,0,1,0,0,64,Rejected
55,Romania,High School,3,5.8,7332,4,4,Tourist,Tourism,Single,0,1,0,1,74,Rejected
55,Lebanon,Bachelor,4,7.1,62210,3,11,Work,Employment,Married,0,1,1,1,65,Approved
40,Serbia,Master,7,8.5,80924,2,5,Student,Education,Single,0,1,0,0,41,Rejected
52,Poland,Bachelor,7,6.4,58710,3,11,Student,Education,Married,2,1,0,0,66,Approved
40,Poland,Bachelor,12,7.8,59855,0,2,Tourist,Tourism,Single,0,1,0,0,23,Rejected
49,Saudi Arabia,Master,3,8.5,55443,4,14,Work,Employment,Divorced,1,0,1,1,40,Rejected
64,Ireland,Bachelor,6,6.5,36476,3,11,Work,Employment,Divorced,2,0,0,1,47,Rejected
36,Indonesia,Master,5,7.6,61420,1,4,Tourist,Tourism,Single,0,1,0,1,38,Approved
63,Argentina,Bachelor,6,7.7,30557,2,8,Business,Business,Divorced,2,0,0,1,84,Rejected
65,Netherlands,Master,7,7.3,108861,2,7,Business,Business,Married,3,1,0,1,27,Approved
64,Chile,Master,7,6.9,65477,4,10,Business,Business,Single,0,1,0,0,52,Approved
55,Mexico,High School,1,5.1,5761,2,4,Student,Education,Single,0,0,0,0,39,Rejected
47,Austria,Bachelor,6,6.8,55371,2,2,Family,Family Reunion,Single,0,1,0,1,34,Approved
30,Malaysia,PhD,5,8.8,61287,2,6,Tourist,Tourism,Married,1,1,0,0,28,Approved
31,Greece,Master,5,8.5,95434,3,5,Work,Employment,Married,1,1,1,0,21,Approved
58,Israel,Master,4,8.4,43104,4,15,Work,Employment,Married,2,1,1,0,31,Approved
25,Argentina,PhD,5,8.1,137528,4,15,Tourist,Tourism,Single,0,0,0,0,56,Approved
26,Serbia,Master,2,7.0,71332,1,7,Work,Employment,Single,0,1,1,1,40,Rejected
29,Taiwan,Bachelor,3,6.0,67860,4,14,Work,Employment,Widowed,0,1,1,1,38,Approved
62,China,Master,2,7.0,48000,1,3,Tourist,Tourism,Single,0,1,0,1,58,Rejected
40,Taiwan,Master,10,8.1,77785,3,13,Tourist,Tourism,Single,0,1,0,0,11,Approved
35,Belgium,Bachelor,1,7.3,27439,1,4,Work,Employment,Married,2,1,1,1,45,Rejected
56,South Africa,Master,14,7.1,105602,4,9,Student,Education,Married,3,1,0,0,55,Approved
47,India,Bachelor,1,7.9,40107,2,10,Work,Employment,Single,0,1,1,1,24,Approved
40,Chile,Bachelor,7,7.7,23432,2,10,Business,Business,Married,3,1,0,1,16,Approved
53,Ethiopia,Bachelor,13,7.2,35296,3,3,Work,Employment,Married,2,1,0,1,48,Rejected
55,New Zealand,High School,3,5.8,17006,4,5,Tourist,Tourism,Single,0,0,0,0,55,Rejected
21,Denmark,Master,2,6.7,43816,0,6,Tourist,Tourism,Married,3,1,0,0,39,Rejected
26,Finland,Bachelor,2,8.0,37920,4,15,Student,Education,Married,0,1,0,1,91,Rejected
58,Romania,Bachelor,9,7.2,38951,3,6,Student,Education,Single,0,1,0,0,86,Rejected
45,Colombia,Master,4,7.4,96167,4,16,Student,Education,Single,0,1,0,1,89,Rejected
68,Turkey,High School,4,5.9,19295,1,6,Work,Employment,Married,2,1,1,1,45,Approved
66,South Africa,Master,14,8.0,112135,2,8,Business,Business,Married,2,1,0,1,24,Approved
45,UK,Master,4,8.5,93364,0,7,Work,Employment,Married,1,1,1,1,47,Approved
64,Chile,Bachelor,10,6.2,38264,4,7,Business,Business,Single,0,1,1,1,17,Approved
67,Hong Kong,Bachelor,7,7.2,32592,0,3,Student,Education,Married,1,1,0,1,87,Rejected
21,Vietnam,Master,2,8.0,68332,3,7,Tourist,Tourism,Single,0,0,0,0,10,Approved
59,Argentina,High School,3,5.6,22361,2,6,Student,Education,Single,0,1,0,1,64,Rejected
36,Myanmar,High School,1,5.9,14165,0,1,Student,Education,Single,0,1,0,0,58,Approved
33,Slovakia,Master,2,7.2,108698,0,5,Work,Employment,Single,0,0,1,1,40,Rejected
19,Qatar,Master,2,8.2,114837,4,16,Work,Employment,Married,0,1,1,0,57,Approved
55,Thailand,Bachelor,12,7.9,41171,4,15,Business,Business,Single,0,1,0,0,32,Approved
31,Norway,Bachelor,2,7.4,58190,3,3,Student,Education,Widowed,2,0,0,1,39,Approved
28,Philippines,Master,2,6.8,81106,1,4,Student,Education,Single,0,1,0,0,36,Approved
30,Cambodia,Master,2,6.5,107999,3,12,Business,Business,Married,3,1,1,1,27,Approved
63,Turkey,Bachelor,9,7.6,21661,0,2,Student,Education,Single,0,1,0,1,38,Approved
38,Denmark,Bachelor,5,6.3,73753,0,3,Tourist,Tourism,Married,0,1,0,0,90,Rejected
31,Ethiopia,PhD,5,9.1,100577,0,6,Student,Education,Single,0,1,0,1,35,Approved
39,Germany,Bachelor,14,7.4,57024,0,2,Student,Education,Single,0,1,0,1,91,Rejected
63,Poland,Master,19,6.9,47495,0,0,Business,Business,Married,2,1,0,1,34,Approved
30,South Korea,Master,3,6.9,96531,4,11,Student,Education,Married,2,1,0,1,71,Rejected
20,Chile,High School,1,5.8,14474,1,1,Student,Education,Single,0,0,0,0,89,Rejected
62,Sweden,Master,13,7.5,80318,3,7,Work,Employment,Married,0,1,1,1,38,Approved
48,Singapore,Bachelor,2,6.4,74153,1,5,Work,Employment,Divorced,0,1,1,1,29,Rejected
54,Ethiopia,Bachelor,13,7.3,77229,4,8,Work,Employment,Single,0,1,1,0,14,Approved
28,Myanmar,High School,4,6.0,18277,0,0,Tourist,Tourism,Single,0,1,0,0,60,Rejected
42,Philippines,Bachelor,14,7.0,72651,0,6,Student,Education,Married,2,1,0,1,30,Approved
57,Turkey,Master,10,7.9,70516,3,5,Family,Family Reunion,Single,0,0,0,1,24,Approved
64,Iran,Bachelor,7,6.3,52938,4,12,Tourist,Tourism,Single,0,1,0,1,51,Approved
33,Myanmar,High School,1,6.4,15146,3,8,Work,Employment,Single,0,1,1,1,69,Rejected
64,Jordan,Bachelor,13,6.4,43520,0,5,Business,Business,Single,0,0,1,0,41,Rejected
36,Kenya,Bachelor,7,7.3,57401,4,4,Tourist,Tourism,Single,0,1,0,0,23,Approved
25,Greece,High School,3,6.3,13168,4,14,Student,Education,Married,0,0,0,1,78,Rejected
23,Chile,Bachelor,0,7.6,69621,4,8,Tourist,Tourism,Single,0,1,0,0,28,Approved
65,Ukraine,Master,2,7.7,48232,2,9,Work,Employment,Married,0,1,1,0,68,Rejected
46,Ghana,Bachelor,2,7.7,41512,2,10,Business,Business,Married,0,1,0,1,55,Rejected
19,Singapore,Master,2,7.5,86069,1,6,Student,Education,Married,2,1,0,1,36,Approved
51,Czech Republic,Bachelor,7,7.1,61697,4,13,Tourist,Tourism,Single,0,1,0,0,20,Approved
59,Hungary,Master,19,8.0,117718,1,7,Work,Employment,Married,0,1,1,1,33,Approved
40,Jordan,Bachelor,5,7.5,41841,2,8,Tourist,Tourism,Married,0,1,0,0,32,Rejected
44,Slovakia,High School,3,6.5,7645,4,9,Student,Education,Single,0,1,0,0,56,Approved
59,UAE,Master,7,8.1,64987,0,6,Business,Business,Married,1,1,0,0,45,Approved
50,Denmark,Bachelor,8,6.0,38757,3,10,Work,Employment,Divorced,1,0,0,1,23,Approved
67,Ukraine,Bachelor,5,6.4,21106,4,9,Tourist,Tourism,Married,1,1,0,0,40,Approved
51,Taiwan,High School,4,5.3,14127,0,5,Student,Education,Single,0,1,0,0,58,Approved
52,Austria,High School,3,5.1,20971,2,9,Work,Employment,Single,0,1,0,1,36,Approved
65,Slovakia,Master,5,6.9,42748,4,15,Tourist,Tourism,Married,1,1,0,1,55,Approved
47,Pakistan,Master,11,7.1,115387,2,10,Tourist,Tourism,Married,1,1,0,0,10,Approved
57,Turkey,Master,2,6.8,61425,0,6,Work,Employment,Married,1,1,1,1,60,Approved
64,Philippines,Master,18,7.0,59347,4,16,Work,Employment,Married,1,0,1,0,39,Approved
69,Croatia,Bachelor,6,7.7,49764,1,3,Work,Employment,Married,2,1,1,0,26,Approved
38,Poland,Bachelor,8,6.2,54447,1,3,Work,Employment,Married,2,1,1,1,44,Rejected
25,China,Bachelor,2,6.9,24766,2,10,Student,Education,Married,0,0,0,1,27,Approved
66,Switzerland,High School,2,6.1,28701,4,13,Tourist,Tourism,Married,1,1,0,0,78,Rejected
38,UK,High School,4,6.2,24321,3,4,Tourist,Tourism,Single,0,1,0,1,11,Approved
59,China,Bachelor,11,7.3,65629,4,7,Tourist,Tourism,Married,1,1,0,1,54,Approved
53,Sweden,PhD,5,7.1,180241,1,2,Student,Education,Widowed,1,1,0,1,52,Approved
33,South Africa,Master,3,7.8,66824,1,2,Business,Business,Divorced,1,1,1,0,43,Approved
38,India,Master,6,8.4,103414,0,2,Work,Employment,Married,3,1,1,1,19,Approved
62,Ukraine,Master,7,7.7,56348,0,7,Business,Business,Single,0,1,1,1,40,Approved
41,Switzerland,Bachelor,9,6.3,55573,2,8,Student,Education,Single,0,1,0,0,56,Approved
19,Ukraine,Bachelor,0,6.3,25495,2,2,Student,Education,Married,3,1,0,1,47,Rejected
24,Hungary,Bachelor,0,6.4,20421,0,5,Business,Business,Single,0,1,0,1,72,Rejected
69,Jordan,Bachelor,2,6.6,64427,3,9,Work,Employment,Divorced,1,0,0,1,29,Approved
26,Italy,High School,4,5.3,24900,3,11,Student,Education,Single,0,1,0,0,93,Rejected
26,Taiwan,High School,0,5.4,25087,4,15,Work,Employment,Married,1,1,1,0,42,Rejected
50,Poland,Master,18,6.7,66552,0,2,Family,Family Reunion,Single,0,1,0,1,28,Approved
50,Malaysia,PhD,11,8.7,88939,3,12,Tourist,Tourism,Single,0,1,0,1,18,Approved
60,Philippines,PhD,29,8.9,89735,0,2,Business,Business,Single,0,1,0,1,47,Rejected
36,Nepal,Master,5,6.6,61802,0,6,Work,Employment,Married,0,1,1,1,37,Rejected
35,Finland,Bachelor,12,6.6,31911,3,3,Work,Employment,Married,2,1,1,0,24,Approved
66,Belgium,Bachelor,6,7.3,65148,2,4,Tourist,Tourism,Married,3,1,0,0,76,Rejected
18,Pakistan,Master,2,7.7,67190,2,5,Tourist,Tourism,Married,0,1,0,0,25,Approved
62,Argentina,Master,15,6.8,61246,1,6,Business,Business,Single,0,1,1,1,44,Approved
45,Sweden,Master,3,6.9,42206,2,8,Business,Business,Single,0,1,1,0,50,Approved
55,Bangladesh,Master,15,7.3,67777,2,3,Tourist,Tourism,Single,0,1,0,1,46,Approved
49,Ecuador,Bachelor,7,6.2,65146,4,12,Business,Business,Single,0,1,1,1,20,Approved
48,Ghana,Master,11,7.8,83232,3,12,Business,Business,Single,0,0,1,0,50,Approved
35,Serbia,Bachelor,0,7.6,36175,2,10,Work,Employment,Single,0,1,1,1,24,Approved
50,India,High School,2,5.3,29190,2,3,Work,Employment,Single,0,1,0,1,66,Rejected
23,Pakistan,Bachelor,0,6.1,34617,2,2,Tourist,Tourism,Married,0,1,0,0,51,Approved
50,Cambodia,Bachelor,5,6.6,41329,4,10,Student,Education,Married,0,1,0,0,84,Rejected
27,Finland,Master,2,8.4,74895,1,3,Tourist,Tourism,Married,0,1,0,0,45,Approved
55,Israel,Master,15,7.5,45782,2,7,Business,Business,Single,0,1,1,1,35,Approved
29,Czech Republic,High School,4,5.9,7360,2,10,Work,Employment,Married,3,1,1,0,38,Approved
40,Singapore,PhD,5,7.3,106943,4,6,Business,Business,Single,0,1,1,1,27,Approved
36,Qatar,Bachelor,4,6.6,73947,4,16,Work,Employment,Single,0,1,1,1,43,Approved
44,Colombia,Master,4,7.7,86421,3,9,Student,Education,Married,2,1,0,0,35,Approved
35,Rwanda,High School,1,5.9,5915,2,6,Tourist,Tourism,Single,0,1,0,0,38,Approved
43,Austria,Bachelor,2,7.3,29031,0,4,Family,Family Reunion,Divorced,2,1,0,1,63,Rejected
22,Norway,Bachelor,0,6.1,20574,2,4,Student,Education,Single,0,1,0,1,80,Rejected
63,Singapore,Bachelor,14,6.1,73758,1,7,Tourist,Tourism,Single,0,1,0,0,21,Approved
40,Egypt,Bachelor,6,6.2,66947,4,16,Tourist,Tourism,Widowed,2,0,0,1,62,Rejected
37,Spain,Master,8,6.9,71521,1,5,Work,Employment,Single,0,1,0,0,51,Rejected
49,Germany,Bachelor,4,6.1,47599,3,3,Work,Employment,Single,0,1,1,0,27,Approved
43,China,Bachelor,0,7.0,74112,4,5,Work,Employment,Single,0,1,1,1,52,Rejected
66,Austria,Bachelor,7,6.6,36215,2,5,Work,Employment,Divorced,2,0,1,1,52,Approved
